,id_student,gender,region,highest_education,age_band,disability,final_result,score
399,2691206,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,85
400,2691244,M,South Region,A Level or Equivalent,35-55,N,Pass,59
401,2694424,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,80
402,2698257,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,68
403,6516,M,Scotland,HE Qualification,55<=,N,Pass,62
404,24734,F,South Region,Lower Than A Level,0-35,N,Pass,47
405,26192,F,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,87
406,28061,M,Yorkshire Region,Lower Than A Level,35-55,N,Pass,78
407,31600,F,South West Region,A Level or Equivalent,0-35,N,Pass,55
408,46844,M,North Region,HE Qualification,35-55,N,Pass,65
409,52765,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,63
410,55104,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,71
411,58071,M,East Anglian Region,HE Qualification,55<=,N,Pass,76
412,58316,F,Wales,A Level or Equivalent,0-35,N,Pass,74
413,62487,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,72
414,63165,M,South East Region,A Level or Equivalent,35-55,N,Pass,52
415,70011,F,Scotland,HE Qualification,0-35,N,Pass,81
416,75255,M,North Western Region,A Level or Equivalent,0-35,N,Pass,82
417,79403,M,South Region,Lower Than A Level,35-55,N,Withdrawn,61
418,85092,F,South West Region,Lower Than A Level,0-35,N,Pass,58
419,85144,M,Scotland,A Level or Equivalent,35-55,N,Pass,78
420,85302,M,London Region,Lower Than A Level,35-55,N,Pass,72
421,87431,M,South East Region,Lower Than A Level,35-55,N,Withdrawn,50
422,95755,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,45
423,101116,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,83
424,107489,F,London Region,HE Qualification,0-35,N,Pass,82
425,108872,M,London Region,HE Qualification,55<=,N,Pass,62
426,109155,F,South Region,HE Qualification,0-35,N,Pass,68
427,117818,F,London Region,A Level or Equivalent,35-55,N,Pass,58
428,119902,F,South West Region,A Level or Equivalent,35-55,N,Withdrawn,67
429,121349,F,South West Region,A Level or Equivalent,35-55,N,Pass,76
430,124064,F,South East Region,A Level or Equivalent,0-35,N,Distinction,88
431,125018,M,South Region,HE Qualification,35-55,N,Pass,65
432,130034,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,79
433,130547,F,South Region,A Level or Equivalent,35-55,N,Pass,59
434,130636,M,South East Region,A Level or Equivalent,0-35,N,Pass,60
435,131390,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,79
436,133816,F,South Region,A Level or Equivalent,35-55,N,Pass,66
437,133922,M,North Region,Lower Than A Level,0-35,N,Pass,79
438,135471,M,East Anglian Region,Lower Than A Level,35-55,N,Distinction,84
439,139033,M,South East Region,A Level or Equivalent,35-55,N,Fail,61
440,141506,M,Scotland,A Level or Equivalent,35-55,N,Fail,75
441,146503,M,East Anglian Region,Lower Than A Level,35-55,Y,Pass,64
442,149741,F,Scotland,A Level or Equivalent,35-55,N,Pass,67
443,149962,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,69
444,151587,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,67
445,152668,F,South Region,Lower Than A Level,0-35,N,Withdrawn,71
446,158707,F,South East Region,A Level or Equivalent,0-35,N,Withdrawn,74
447,164944,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,63
448,165226,F,Wales,A Level or Equivalent,0-35,N,Fail,77
449,167961,M,South West Region,HE Qualification,55<=,N,Pass,76
450,174024,M,North Region,A Level or Equivalent,35-55,N,Pass,61
451,174094,F,South East Region,Lower Than A Level,35-55,Y,Pass,76
452,174745,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,65
453,175447,M,London Region,A Level or Equivalent,35-55,N,Pass,70
454,175772,F,East Anglian Region,HE Qualification,35-55,N,Withdrawn,85
455,183057,M,Wales,Lower Than A Level,0-35,N,Pass,66
456,185350,M,Yorkshire Region,Lower Than A Level,35-55,N,Fail,60
457,199636,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,76
458,199897,M,East Midlands Region,HE Qualification,35-55,N,Pass,70
459,200804,M,South Region,A Level or Equivalent,0-35,N,Pass,66
460,205494,M,South West Region,HE Qualification,35-55,N,Pass,67
461,228021,M,Scotland,A Level or Equivalent,35-55,N,Distinction,83
462,228383,M,Yorkshire Region,HE Qualification,0-35,N,Pass,71
463,232307,M,South Region,Lower Than A Level,35-55,N,Pass,67
464,235068,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,60
465,236875,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,47
466,237274,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,73
467,243510,F,South West Region,Lower Than A Level,0-35,N,Fail,44
468,244246,F,South East Region,A Level or Equivalent,0-35,N,Pass,68
469,248581,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,85
470,252073,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,49
471,254625,M,Wales,A Level or Equivalent,35-55,N,Distinction,83
472,258587,M,South West Region,A Level or Equivalent,35-55,N,Distinction,81
473,260623,M,South East Region,Lower Than A Level,0-35,N,Pass,71
474,263251,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,74
475,263543,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,80
476,263952,M,North Region,Lower Than A Level,35-55,N,Distinction,89
477,266524,F,South Region,A Level or Equivalent,0-35,N,Pass,54
478,273346,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,82
479,274947,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,54
480,275674,F,London Region,A Level or Equivalent,0-35,N,Withdrawn,45
481,275792,F,East Anglian Region,HE Qualification,0-35,N,Pass,73
482,277123,F,East Midlands Region,A Level or Equivalent,35-55,N,Fail,46
483,281077,F,East Anglian Region,HE Qualification,0-35,N,Pass,73
484,281636,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,83
485,285315,M,East Anglian Region,HE Qualification,0-35,N,Pass,87
486,287040,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,73
487,287204,M,Scotland,A Level or Equivalent,0-35,N,Pass,74
488,287210,M,Scotland,A Level or Equivalent,35-55,N,Pass,74
489,289449,M,East Midlands Region,HE Qualification,35-55,N,Pass,76
490,290164,F,Scotland,HE Qualification,35-55,N,Pass,66
491,292525,M,South Region,A Level or Equivalent,0-35,N,Pass,85
492,292775,M,South East Region,A Level or Equivalent,0-35,N,Pass,82
493,293824,F,South West Region,A Level or Equivalent,35-55,N,Pass,60
494,294496,M,North Western Region,A Level or Equivalent,35-55,Y,Pass,81
495,294655,M,Wales,A Level or Equivalent,35-55,N,Fail,78
496,295060,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,67
497,295075,M,South Region,HE Qualification,55<=,N,Pass,64
498,296424,M,Scotland,A Level or Equivalent,35-55,N,Pass,78
499,298034,M,Scotland,A Level or Equivalent,35-55,N,Fail,73
500,298838,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,80
501,301967,M,South West Region,A Level or Equivalent,0-35,N,Pass,53
502,302476,M,South East Region,A Level or Equivalent,0-35,N,Distinction,86
503,303521,F,Ireland,A Level or Equivalent,35-55,N,Pass,81
504,303985,F,Scotland,HE Qualification,0-35,N,Pass,75
505,304465,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76
506,306646,M,South Region,A Level or Equivalent,0-35,N,Pass,53
507,309142,F,South Region,A Level or Equivalent,35-55,N,Pass,66
508,310412,F,London Region,A Level or Equivalent,35-55,N,Pass,76
509,311235,M,South West Region,A Level or Equivalent,35-55,N,Pass,66
510,313937,M,Scotland,HE Qualification,35-55,N,Pass,81
511,315076,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69
512,315744,M,Scotland,A Level or Equivalent,35-55,N,Distinction,83
513,323370,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76
514,328024,M,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,56
515,329659,F,East Anglian Region,A Level or Equivalent,0-35,Y,Fail,50
516,330594,M,South West Region,Lower Than A Level,0-35,N,Pass,60
517,332884,M,Wales,A Level or Equivalent,0-35,N,Pass,83
518,334441,M,London Region,HE Qualification,0-35,N,Fail,40
519,335247,M,South West Region,A Level or Equivalent,0-35,N,Pass,71
520,337748,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,44
521,338407,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,74
522,341876,M,East Anglian Region,HE Qualification,0-35,N,Withdrawn,69
523,345440,M,South Region,HE Qualification,0-35,N,Pass,74
524,345519,F,North Region,A Level or Equivalent,0-35,N,Pass,78
525,346118,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,73
526,348275,M,Scotland,HE Qualification,35-55,N,Withdrawn,62
527,348807,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,77
528,350156,M,South West Region,A Level or Equivalent,0-35,N,Pass,53
529,350939,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,70
530,351336,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,65
531,353665,M,South Region,A Level or Equivalent,35-55,N,Pass,65
532,354170,F,Wales,A Level or Equivalent,0-35,N,Fail,58
533,356170,M,North Western Region,HE Qualification,0-35,N,Pass,72
534,358182,M,South Region,Lower Than A Level,0-35,N,Pass,75
535,364957,F,East Anglian Region,HE Qualification,35-55,N,Pass,60
536,369834,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,74
537,371710,M,Scotland,HE Qualification,0-35,N,Pass,82
538,373872,F,South Region,A Level or Equivalent,0-35,N,Pass,66
539,375260,M,Ireland,HE Qualification,0-35,N,Pass,72
540,375646,M,London Region,A Level or Equivalent,0-35,N,Pass,76
541,377546,M,East Anglian Region,A Level or Equivalent,0-35,Y,Distinction,83
542,381642,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,79
543,382095,M,South Region,Lower Than A Level,0-35,N,Pass,77
544,383180,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,72
545,383600,M,Scotland,A Level or Equivalent,0-35,N,Pass,79
546,383723,M,East Anglian Region,HE Qualification,55<=,N,Pass,81
547,384203,M,Scotland,HE Qualification,0-35,N,Pass,76
548,384725,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,81
549,387533,M,Scotland,HE Qualification,35-55,N,Fail,55
550,388147,F,South West Region,A Level or Equivalent,35-55,N,Fail,40
551,391249,M,South Region,HE Qualification,35-55,N,Distinction,83
552,396599,F,South Region,Lower Than A Level,0-35,Y,Fail,55
553,396655,F,South Region,Lower Than A Level,0-35,Y,Fail,41
554,398171,F,South West Region,A Level or Equivalent,0-35,N,Pass,70
555,398349,F,East Midlands Region,HE Qualification,0-35,N,Pass,80
556,400147,M,South East Region,Lower Than A Level,35-55,N,Pass,60
557,400682,F,London Region,A Level or Equivalent,0-35,N,Pass,53
558,401404,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76
559,402204,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,71
560,402727,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,74
561,402961,F,North Western Region,Lower Than A Level,35-55,N,Pass,68
562,404356,F,South East Region,A Level or Equivalent,0-35,N,Pass,74
563,406671,M,South West Region,A Level or Equivalent,35-55,N,Pass,80
564,406682,M,South East Region,HE Qualification,55<=,N,Distinction,84
565,409100,M,South East Region,HE Qualification,35-55,N,Pass,78
566,409703,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,64
567,410092,F,North Western Region,A Level or Equivalent,35-55,N,Pass,67
568,411971,M,Ireland,A Level or Equivalent,0-35,N,Pass,74
569,418731,M,Ireland,A Level or Equivalent,0-35,N,Fail,42
570,421455,F,North Region,A Level or Equivalent,0-35,N,Pass,78
571,424577,M,London Region,HE Qualification,0-35,N,Pass,60
572,429858,M,Ireland,Lower Than A Level,0-35,N,Distinction,83
573,431025,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,56
574,439305,M,South East Region,A Level or Equivalent,35-55,N,Pass,73
575,440319,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,70
576,442064,F,South West Region,HE Qualification,0-35,N,Pass,53
577,442132,M,South West Region,HE Qualification,0-35,N,Pass,66
578,446108,M,South West Region,A Level or Equivalent,0-35,N,Pass,58
579,447481,M,Ireland,A Level or Equivalent,0-35,N,Pass,53
580,468120,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,40
581,468694,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,62
582,470982,F,East Anglian Region,HE Qualification,35-55,N,Pass,62
583,476603,M,Wales,A Level or Equivalent,0-35,N,Distinction,84
584,481022,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,49
585,483800,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,71
586,484897,F,South West Region,A Level or Equivalent,0-35,N,Pass,65
587,485962,F,East Anglian Region,HE Qualification,0-35,N,Pass,81
588,488990,M,South West Region,A Level or Equivalent,35-55,N,Pass,54
589,500113,M,South East Region,A Level or Equivalent,0-35,N,Pass,76
590,503889,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69
591,518808,F,Scotland,HE Qualification,0-35,N,Pass,74
592,522482,F,Scotland,HE Qualification,0-35,N,Withdrawn,75
593,527100,M,West Midlands Region,HE Qualification,0-35,N,Distinction,91
594,527801,M,South West Region,Lower Than A Level,35-55,N,Fail,50
595,533068,M,South Region,HE Qualification,0-35,N,Pass,59
596,537081,F,Scotland,HE Qualification,0-35,N,Fail,61
597,544253,M,London Region,A Level or Equivalent,35-55,N,Pass,74
598,548120,M,London Region,HE Qualification,0-35,N,Pass,75
599,569505,F,East Midlands Region,HE Qualification,35-55,N,Distinction,86
600,570317,M,Wales,A Level or Equivalent,0-35,N,Pass,76
601,574505,F,West Midlands Region,HE Qualification,0-35,N,Pass,42
602,588477,M,Yorkshire Region,HE Qualification,0-35,N,Pass,77
603,593846,M,South Region,HE Qualification,0-35,N,Withdrawn,65
604,593987,F,East Anglian Region,HE Qualification,35-55,N,Fail,73
605,596288,F,Scotland,HE Qualification,0-35,N,Pass,78
606,603834,F,Scotland,HE Qualification,0-35,N,Pass,62
607,623840,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,80
608,626240,M,South Region,HE Qualification,0-35,N,Pass,56
609,628088,M,South East Region,A Level or Equivalent,0-35,Y,Withdrawn,80
610,630142,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,85
611,637665,F,South Region,HE Qualification,0-35,N,Pass,52
612,639053,M,North Region,A Level or Equivalent,0-35,N,Pass,66
613,642878,M,South West Region,HE Qualification,0-35,N,Withdrawn,44
614,648130,M,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,53
615,676546,M,Scotland,HE Qualification,0-35,N,Withdrawn,74
616,677186,M,South East Region,HE Qualification,0-35,N,Pass,56
617,684180,M,North Region,HE Qualification,0-35,N,Pass,63
618,687698,M,Yorkshire Region,HE Qualification,0-35,N,Pass,53
619,696073,F,Ireland,Lower Than A Level,0-35,N,Pass,74
620,696578,M,South Region,HE Qualification,0-35,N,Withdrawn,79
621,852847,M,South West Region,A Level or Equivalent,55<=,N,Fail,35
622,998493,F,South Region,A Level or Equivalent,55<=,N,Pass,69
623,1045203,M,Wales,Lower Than A Level,35-55,N,Pass,80
624,1112555,F,South Region,A Level or Equivalent,35-55,N,Pass,67
625,1183831,M,South West Region,HE Qualification,55<=,N,Withdrawn,72
626,1268696,M,South West Region,HE Qualification,35-55,N,Pass,61
627,1398979,F,South Region,A Level or Equivalent,55<=,N,Withdrawn,73
628,1471214,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,71
629,1484804,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,66
630,1511033,M,Wales,A Level or Equivalent,35-55,N,Pass,75
631,1576513,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,87
632,1609002,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,80
633,1629771,M,South East Region,A Level or Equivalent,35-55,N,Distinction,81
634,1686551,F,Scotland,A Level or Equivalent,35-55,N,Withdrawn,80
635,1689639,F,South East Region,Lower Than A Level,35-55,N,Withdrawn,71
636,1715896,M,South Region,A Level or Equivalent,35-55,N,Pass,78
637,1721270,M,South East Region,Lower Than A Level,35-55,N,Pass,58
638,1757766,F,North Western Region,A Level or Equivalent,35-55,N,Pass,71
639,1773377,M,London Region,A Level or Equivalent,35-55,N,Pass,75
640,1799111,M,Scotland,A Level or Equivalent,35-55,N,Pass,78
641,1818673,F,Scotland,HE Qualification,35-55,N,Fail,86
642,1839386,F,Yorkshire Region,Lower Than A Level,35-55,N,Withdrawn,40
643,1926668,M,London Region,Lower Than A Level,35-55,N,Pass,63
644,1947156,F,South East Region,A Level or Equivalent,35-55,N,Pass,77
645,1967783,F,South Region,A Level or Equivalent,35-55,Y,Pass,65
646,1975209,M,South East Region,Lower Than A Level,35-55,N,Pass,64
647,2010232,F,Scotland,A Level or Equivalent,0-35,N,Pass,85
648,2045084,M,North Western Region,HE Qualification,35-55,N,Fail,72
649,2057803,M,London Region,Lower Than A Level,35-55,N,Pass,66
650,2085209,F,North Region,HE Qualification,35-55,N,Pass,87
651,2086400,M,Scotland,A Level or Equivalent,35-55,N,Pass,70
652,2148681,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,72
653,2158048,F,Ireland,A Level or Equivalent,35-55,N,Withdrawn,86
654,2158196,F,South West Region,Lower Than A Level,35-55,N,Withdrawn,58
655,2165164,F,South West Region,Lower Than A Level,0-35,N,Pass,64
656,2168833,M,South West Region,Lower Than A Level,35-55,N,Withdrawn,24
657,2207874,F,West Midlands Region,Lower Than A Level,0-35,N,Fail,55
658,2240349,M,South West Region,Lower Than A Level,35-55,N,Pass,77
659,2244332,M,North Western Region,A Level or Equivalent,35-55,N,Distinction,86
660,2273119,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,39
661,2277857,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,66
662,2297896,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,63
663,2330254,M,London Region,Lower Than A Level,35-55,N,Pass,70
664,2355470,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,55
665,2363863,F,North Western Region,A Level or Equivalent,0-35,N,Distinction,81
666,2369415,M,London Region,A Level or Equivalent,35-55,N,Pass,79
667,2375975,F,East Anglian Region,A Level or Equivalent,35-55,Y,Pass,72
668,2397661,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,49
669,2398313,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,72
670,2404408,F,South West Region,Lower Than A Level,35-55,N,Fail,53
671,2425993,M,Scotland,HE Qualification,0-35,N,Pass,69
672,2432796,F,East Anglian Region,HE Qualification,35-55,N,Pass,64
673,2434159,M,North Western Region,A Level or Equivalent,0-35,N,Pass,54
674,2436812,F,South Region,A Level or Equivalent,0-35,N,Fail,43
675,2467267,M,West Midlands Region,HE Qualification,0-35,N,Pass,72
676,2473538,F,South East Region,A Level or Equivalent,35-55,N,Pass,55
677,2474849,F,Scotland,A Level or Equivalent,35-55,N,Withdrawn,35
678,2494700,M,Yorkshire Region,HE Qualification,0-35,N,Pass,84
679,2500258,F,North Western Region,A Level or Equivalent,0-35,N,Pass,72
